"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Lat","Lon","timestamp","day","hour"
"2366",171515802,2017-07-24,2017-07-23,"23:30",15,"N Hollywood",1548,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2004 1218 2000 1814 0416",20,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"RIVERTON","MAGNOLIA",34.1649,-118.3653,23H 30M 0S,"Sun",23
"2367",170120488,2017-07-24,2017-07-23,"23:30",1,"Central",143,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344",59,"M","H",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"4TH","BROADWAY",34.0503,-118.2504,23H 30M 0S,"Sun",23
"2368",170616160,2017-07-23,2017-07-23,"15:00",6,"Hollywood",646,"626","INTIMATE PARTNER - SIMPLE ASSAULT","0400 0416 1813 1814 2000 0401 0429 2004 1218",20,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"DE LONGPRE","JUNE",34.0962,-118.3342,15H 0M 0S,"Sun",15
"2369",170120420,2017-07-23,2017-07-23,"05:45",1,"Central",156,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1402 0319 0411",27,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,"OTHER KNIFE","AO","Adult Other",230,998,NA,NA,"500 S  SAN PEDRO                    ST","",34.0437,-118.2455,5H 45M 0S,"Sun",5
"2370",170513409,2017-07-23,2017-07-23,"21:15",5,"Harbor",529,"420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1606 0344 1218 1300",40,"F","W",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"800 E  ANAHEIM                      ST","",33.7805,-118.2533,21H 15M 0S,"Sun",21
"2371",170513488,2017-07-24,2017-07-23,"20:00",5,"Harbor",551,"624","BATTERY - SIMPLE ASSAULT","0417 0432 1008 1218",57,"M","W",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"WESTERN                      AV","CRESTWOOD                    AV",33.7501,-118.3092,20H 0M 0S,"Sun",20
"2372",171114031,2017-07-24,2017-07-23,"20:30",11,"Northeast",1134,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 1218 0400",40,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"3000    CARLYLE                      ST","",34.1047,-118.2372,20H 30M 0S,"Sun",20
"2373",171417414,2017-07-26,2017-07-23,"23:30",14,"Pacific",1452,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1218 0416 0400 1601",44,"M","A",101,"STREET",311,"HAMMER","IC","Invest Cont",230,NA,NA,NA,"STRONGS","WASHINGTON",33.9803,-118.4648,23H 30M 0S,"Sun",23
"2374",171114023,2017-07-24,2017-07-23,"12:45",11,"Northeast",1159,"220","ATTEMPTED ROBBERY","1218 2004 0355 1501",27,"F","H",109,"PARK/PLAYGROUND",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",220,NA,NA,NA,"4700 N  FIGUEROA                     ST","",34.1002,-118.2038,12H 45M 0S,"Sun",12
"2375",170214363,2017-07-24,2017-07-24,"21:30",2,"Rampart",245,"350","THEFT, PERSON","1218 1206 0344",24,"F","B",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",350,NA,NA,NA,"7TH                          ST","ALVARADO                     ST",34.0491,-118.2823,21H 30M 0S,"Mon",21
"2376",171219542,2017-08-02,2017-07-24,"21:50",12,"77th Street",1266,"860","BATTERY WITH SEXUAL CONTACT","1309 0500 1218",28,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",860,NA,NA,NA,"FLORENCE                     AV","HOBART                       BL",33.9661,-118.2849,21H 50M 0S,"Mon",21
"2377",170214394,2017-07-24,2017-07-24,"22:30",2,"Rampart",261,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0359 0411 1402",16,"M","H",102,"SIDEWALK",207,"OTHER KNIFE","AA","Adult Arrest",230,998,NA,NA,"CORONADO","8TH",34.0573,-118.2831,22H 30M 0S,"Mon",22
"2378",170813271,2017-07-24,2017-07-24,"00:01",8,"West LA",853,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1218 0416 1814 2000 1206",35,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"SANTA MONICA","SAWTELLE",34.0465,-118.4484,1M 0S,"Mon",0
"2379",170120455,2017-07-24,2017-07-24,"08:00",1,"Central",147,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0411",48,"M","B",102,"SIDEWALK",205,"KITCHEN KNIFE","IC","Invest Cont",230,NA,NA,NA,"SAN PEDRO                    ST","WINSTON                      ST",34.0442,-118.2439,8H 0M 0S,"Mon",8
"2380",170214393,2017-07-25,2017-07-24,"23:50",2,"Rampart",212,"210","ROBBERY","2004 1218 0906 2000 1814 0448 0416 0344 1402",30,"F","H",116,"OTHER/OUTSIDE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,998,NA,NA,"OAKWOOD","JUANITA",34.0777,-118.2903,23H 50M 0S,"Mon",23
"2381",171714784,2017-07-24,2017-07-24,"11:17",17,"Devonshire",1792,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1814 2004 1276 1218 2000 1813 0400 0416",30,"F","W",102,"SIDEWALK",306,"ROCK/THROWN OBJECT","AO","Adult Other",626,NA,NA,NA,"TAMPA                        AV","PARTHENIA                    ST",34.2282,-118.5536,11H 17M 0S,"Mon",11
"2382",170319306,2017-08-17,2017-07-25,"13:00",3,"Southwest",308,"210","ROBBERY","0344 0342 1309 1218 0416",53,"F","H",122,"VEHICLE, PASSENGER/TRUCK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,NA,NA,NA,"HOOVER                       ST","23RD                         ST",34.0352,-118.284,13H 0M 0S,"Tues",13
"2383",170120549,2017-07-25,2017-07-25,"11:35",1,"Central",119,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218 0910",61,"F","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"800 N  ALAMEDA                      ST","",34.0563,-118.2374,11H 35M 0S,"Tues",11
"2384",170120541,2017-07-25,2017-07-25,"08:00",1,"Central",155,"624","BATTERY - SIMPLE ASSAULT","2004 1218 0416 1601",28,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"200 E  6TH                          ST","",34.0448,-118.2474,8H 0M 0S,"Tues",8
"2385",171417297,2017-07-25,2017-07-25,"19:36",14,"Pacific",1412,"210","ROBBERY","0334 1218 0344",26,"M","B",103,"ALLEY",102,"HAND GUN","IC","Invest Cont",210,NA,NA,NA,"HORIZON","SPEEDWAY",33.9933,-118.4765,19H 36M 0S,"Tues",19
"2386",170513522,2017-07-25,2017-07-25,"14:35",5,"Harbor",515,"210","ROBBERY","0355 0352 1218 0334 0344 1309 0913",54,"M","H",501,"SINGLE FAMILY DWELLING",102,"HAND GUN","IC","Invest Cont",210,NA,NA,NA,"1500    MCDONALD                     AV","",33.7929,-118.272,14H 35M 0S,"Tues",14
"2387",171515812,2017-07-25,2017-07-25,"03:00",15,"N Hollywood",1548,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0910 0344",27,"M","B",913,"",NA,"","IC","Invest Cont",440,NA,NA,NA,"LANKERSHIM                   BL","CHANDLER",34.1681,-118.3765,3H 0M 0S,"Tues",3
"2388",171417324,2017-07-25,2017-07-25,"12:45",14,"Pacific",1412,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0416 1402",35,"M","B",101,"STREET",218,"OTHER CUTTING INSTRUMENT","IC","Invest Cont",230,998,NA,NA,"CLUB HOUSE                   AV","OCEAN FRONT                  WK",33.9892,-118.4751,12H 45M 0S,"Tues",12
"2389",171317059,2017-07-25,2017-07-25,"15:35",13,"Newton",1341,"210","ROBBERY","0416 0344 0334 0446 1218 0305 0445",42,"M","B",102,"SIDEWALK",219,"SCREWDRIVER","IC","Invest Cont",210,NA,NA,NA,"58TH                         ST","BROADWAY",34.0155,-118.2772,15H 35M 0S,"Tues",15
"2390",171114143,2017-07-25,2017-07-25,"12:10",11,"Northeast",1163,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0601 0432 0443 0561 0302 1218",47,"M","H",203,"OTHER BUSINESS",207,"OTHER KNIFE","AO","Adult Other",230,NA,NA,NA,"1100 N  VERMONT                      AV","",34.0932,-118.2939,12H 10M 0S,"Tues",12
"2391",171515826,2017-07-25,2017-07-25,"12:30",15,"N Hollywood",1567,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 1218 0445 2004",44,"M","W",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"RIVERSIDE                    DR","LANKERSHIM                   BL",34.1523,-118.3664,12H 30M 0S,"Tues",12
"2392",170214457,2017-07-26,2017-07-25,"15:00",2,"Rampart",245,"210","ROBBERY","1218 0429 0416 0352 0305",58,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",210,NA,NA,NA,"2400    WILSHIRE                     BL","",34.0597,-118.2795,15H 0M 0S,"Tues",15
"2393",171114163,2017-07-26,2017-07-26,"09:15",11,"Northeast",1177,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0432 0411 1218 0400",53,"M","H",101,"STREET",218,"OTHER CUTTING INSTRUMENT","IC","Invest Cont",230,998,NA,NA,"2200 N  FIGUEROA                     ST","",34.0884,-118.2258,9H 15M 0S,"Wed",9
"2394",171417374,2017-07-26,2017-07-26,"10:45",14,"Pacific",1444,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1402 2004 1218",37,"M","W",101,"STREET",308,"STICK","AO","Adult Other",230,998,NA,NA,"12700    WASHINGTON                   BL","",33.9897,-118.4495,10H 45M 0S,"Wed",10
"2395",170120601,2017-07-26,2017-07-26,"02:20",1,"Central",156,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 2004 1218 0416 1813",35,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"6TH                          ST","SAN JULIAN",34.0428,-118.2461,2H 20M 0S,"Wed",2
"2396",171714927,2017-07-26,2017-07-26,"21:15",17,"Devonshire",1715,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416 1310 1218",25,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"RINALDI","BALBOA",34.2904,-118.5227,21H 15M 0S,"Wed",21
"2397",170616346,2017-07-27,2017-07-26,"21:00",6,"Hollywood",676,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 1218 0411 1309",32,"M","B",102,"SIDEWALK",218,"OTHER CUTTING INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"800    COLE                         AV","",34.0853,-118.3299,21H 0M 0S,"Wed",21
"2398",170214463,2017-07-26,2017-07-26,"03:20",2,"Rampart",212,"761","BRANDISH WEAPON","1300 1309 0448 0334 1218 0906",29,"M","H",101,"STREET",102,"HAND GUN","IC","Invest Cont",761,NA,NA,NA,"JUANITA","BEVERLY",34.0764,-118.2903,3H 20M 0S,"Wed",3
"2399",170713292,2017-07-26,2017-07-26,"08:15",7,"Wilshire",765,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","1218 0408 1414",42,"F","O",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",236,NA,NA,NA,"1400 S  HIGHLAND                     AV","",34.048,-118.3434,8H 15M 0S,"Wed",8
"2400",170120793,2017-07-27,2017-07-27,"10:25",1,"Central",166,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1813 1821 1218 0416 0329",36,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"6TH","SAN JULIAN",34.0428,-118.2461,10H 25M 0S,"Thurs",10
"2401",170120784,2017-07-27,2017-07-27,"12:00",1,"Central",166,"624","BATTERY - SIMPLE ASSAULT","1218 0416",39,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"7TH","SAN JULIAN",34.0407,-118.2468,12H 0M 0S,"Thurs",12
"2402",170616448,2017-07-28,2017-07-27,"22:00",6,"Hollywood",647,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1218",51,"M","W",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"5700 W  SUNSET                       BL","",34.0998,-118.3211,22H 0M 0S,"Thurs",22
"2403",170914835,2017-07-31,2017-07-27,"07:20",9,"Van Nuys",915,"860","BATTERY WITH SEXUAL CONTACT","0503 0522 1202 1218 1310 1501",64,"F","W",108,"PARKING LOT",NA,"","IC","Invest Cont",860,NA,NA,NA,"VOSE","VAN NUYS",34.1985,-118.4487,7H 20M 0S,"Thurs",7
"2404",170318756,2017-08-09,2017-07-28,"00:01",3,"Southwest",391,"815","SEXUAL PENTRATION WITH A FOREIGN OBJECT","1218 0515",39,"F","W",109,"PARK/PLAYGROUND",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",815,NA,NA,NA,"4000 S  LA BREA                      AV","",34.0123,-118.3556,1M 0S,"Fri",0
"2405",171815825,2017-07-28,2017-07-28,"14:00",18,"Southeast",1804,"624","BATTERY - SIMPLE ASSAULT","0400 1822 1218 1202 0373 1238",75,"M","B",801,"MTA BUS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"MANCHESTER","AVALON",33.9602,-118.2651,14H 0M 0S,"Fri",14
"2406",171612441,2017-07-28,2017-07-28,"14:10",16,"Foothill",1643,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 2000 1218 2004 0445 0411 1814 1310",59,"M","H",101,"STREET",219,"SCREWDRIVER","IC","Invest Cont",230,NA,NA,NA,"BRANFORD","SAN FERNANDO                 RD",34.2604,-118.419,14H 10M 0S,"Fri",14
"2407",171317253,2017-07-28,2017-07-28,"04:00",13,"Newton",1307,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0431 0910",56,"M","B",124,"BUS STOP",512,"MACE/PEPPER SPRAY","IC","Invest Cont",230,NA,NA,NA,"7TH","CENTRAL",34.0368,-118.2412,4H 0M 0S,"Fri",4
"2408",170120870,2017-07-28,2017-07-28,"04:30",1,"Central",111,"210","ROBBERY","1218 1027 1020 0448 0416 0344",37,"M","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"CESAR E CHAVEZ","GRAND",34.0603,-118.2439,4H 30M 0S,"Fri",4
"2409",170120813,2017-07-28,2017-07-28,"05:10",1,"Central",153,"624","BATTERY - SIMPLE ASSAULT","0444 1218",37,"F","B",517,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"600 S  SPRING                       ST","",34.0467,-118.252,5H 10M 0S,"Fri",5
"2410",170120872,2017-07-28,2017-07-28,"20:25",1,"Central",176,"624","BATTERY - SIMPLE ASSAULT","1218 0416 2004 1268",52,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"800    WALL                         ST","",34.0401,-118.2504,20H 25M 0S,"Fri",20
"2411",170616492,2017-07-29,2017-07-28,"20:20",6,"Hollywood",666,"624","BATTERY - SIMPLE ASSAULT","0400 0447 2004 1218",39,"F","B",102,"SIDEWALK",NA,"","IC","Invest Cont",624,NA,NA,NA,"VINE","LEXINGTON",34.0926,-118.3266,20H 20M 0S,"Fri",20
"2412",171317248,2017-07-28,2017-07-28,"03:00",13,"Newton",1372,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0416",39,"M","A",102,"SIDEWALK",212,"BOTTLE","IC","Invest Cont",230,NA,NA,NA,"MAIN                         ST","53RD                         ST",33.9943,-118.2739,3H 0M 0S,"Fri",3
"2413",172014635,2017-07-28,2017-07-28,"01:00",20,"Olympic",2039,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0342 0305 1309 0416 0429 0432 0913 1218",38,"M","H",101,"STREET",307,"VEHICLE","IC","Invest Cont",230,NA,NA,NA,"WILSHIRE                     BL","WILSHIRE                     PL",34.0618,-118.2878,1H 0M 0S,"Fri",1
"2414",171417649,2017-07-30,2017-07-29,"23:45",14,"Pacific",1454,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1218 2004 0400 2000",47,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"GLENCOE                      AV","MINDANAO",33.9855,-118.4373,23H 45M 0S,"Sat",23
"2415",171417622,2017-07-29,2017-07-29,"19:35",14,"Pacific",1444,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1218 0400 1402",45,"M","W",102,"SIDEWALK",219,"SCREWDRIVER","AA","Adult Arrest",230,998,NA,NA,"4000    LINCOLN                      BL","",33.9905,-118.4478,19H 35M 0S,"Sat",19
"2416",172014985,2017-08-03,2017-07-29,"18:30",20,"Olympic",2081,"624","BATTERY - SIMPLE ASSAULT","1218 0448 1817",54,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"1600 S  GRAMERCY                     PL","",34.0436,-118.313,18H 30M 0S,"Sat",18
"2417",171516689,2017-08-09,2017-07-29,"15:00",15,"N Hollywood",1537,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0334 0443",31,"M","O",210,"RESTAURANT/FAST FOOD",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,NA,NA,NA,"LANKERSHIM                   BL","OXNARD                       ST",34.1794,-118.3834,15H 0M 0S,"Sat",15
"2418",170914902,2017-08-01,2017-07-29,"23:00",9,"Van Nuys",935,"624","BATTERY - SIMPLE ASSAULT","0444 1817 2004 1218 2002 1202",70,"F","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"SYLMAR                       AV","VICTORY                      BL",34.1867,-118.4465,23H 0M 0S,"Sat",23
"2419",170200852,2017-07-30,2017-07-29,"07:30",2,"Rampart",218,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 0416 1814 1218 2004 1402",26,"M","H",109,"PARK/PLAYGROUND",308,"STICK","AO","Adult Other",236,998,NA,NA,"PARK","LEMOYNE",34.0757,-118.2605,7H 30M 0S,"Sat",7
"2420",170413338,2017-07-29,2017-07-29,"06:50",4,"Hollenbeck",411,"740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","1402 0329 1307 2004 1218",47,"F","H",101,"STREET",NA,"","AO","Adult Other",740,998,NA,NA,"HUMBOLDT","AVENUE 21",34.0775,-118.2217,6H 50M 0S,"Sat",6
"2421",170813489,2017-07-29,2017-07-29,"05:30",8,"West LA",855,"624","BATTERY - SIMPLE ASSAULT","0400 0446 1202 1218 2004",60,"M","W",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1300 S  SEPULVEDA                    BL","",34.0514,-118.4476,5H 30M 0S,"Sat",5
"2422",172014751,2017-07-29,2017-07-29,"22:05",20,"Olympic",2031,"210","ROBBERY","0344 0432 0443 0445 1218 2004",64,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"WILSHIRE","VAN NESS",34.0617,-118.3166,22H 5M 0S,"Sat",22
"2423",170121145,2017-08-01,2017-07-30,"19:00",1,"Central",148,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1218 0431 0906",62,"F","O",102,"SIDEWALK",503,"CAUSTIC CHEMICAL/POISON","IC","Invest Cont",230,NA,NA,NA,"4TH                          ST","CROCKER",34.0449,-118.2415,19H 0M 0S,"Sun",19
"2424",171516195,2017-08-01,2017-07-30,"20:00",15,"N Hollywood",1591,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 2004 1218",55,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"VENTURA","LAUREL CANYON",34.1436,-118.3953,20H 0M 0S,"Sun",20
"2425",171516162,2017-08-01,2017-07-30,"23:00",15,"N Hollywood",1533,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344",36,"M","B",124,"BUS STOP",NA,"","IC","Invest Cont",440,NA,NA,NA,"LAUREL CANYON","BURBANK                      BL",34.1722,-118.3965,23H 0M 0S,"Sun",23
"2426",170214780,2017-08-01,2017-07-30,"17:00",2,"Rampart",245,"761","BRANDISH WEAPON","0443 0416 0334 1218",80,"F","H",515,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",761,NA,NA,NA,"400 S  CORONADO                     ST","",34.0645,-118.2788,17H 0M 0S,"Sun",17
"2427",170120946,2017-07-30,2017-07-30,"17:30",1,"Central",156,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0411",48,"M","B",102,"SIDEWALK",223,"UNKNOWN TYPE CUTTING INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"5TH","SAN PEDRO",34.0442,-118.2439,17H 30M 0S,"Sun",17
"2428",171219405,2017-07-31,2017-07-30,"19:00",12,"77th Street",1243,"350","THEFT, PERSON","0390 1822 2004 1218",59,"F","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",350,NA,NA,NA,"WESTERN","GAGE",33.9814,-118.3089,19H 0M 0S,"Sun",19
"2429",170120992,2017-07-31,2017-07-31,"12:25",1,"Central",156,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0319 0416 0429",53,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",230,NA,NA,NA,"6TH","SAN JULIAN",34.0416,-118.244,12H 25M 0S,"Mon",12
"2430",171219325,2017-07-31,2017-07-31,"11:45",12,"77th Street",1268,"624","BATTERY - SIMPLE ASSAULT","0416 2004 1218 0359",32,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"85TH","MAIN",33.9609,-118.2739,11H 45M 0S,"Mon",11
"2431",170513800,2017-07-31,2017-07-31,"00:10",5,"Harbor",521,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0408 0411 0412 0421 0432 1218 2000 1402 2004 1814",36,"F","W",103,"ALLEY",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other",236,998,NA,NA,"28000 S  WESTERN                      AV","",33.7657,-118.3108,10M 0S,"Mon",0
"2432",170214728,2017-07-31,2017-07-31,"15:00",2,"Rampart",212,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 2004 1218 0416",16,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"BEVERLY","MADISON",34.0764,-118.2894,15H 0M 0S,"Mon",15
"2433",170214732,2017-07-31,2017-07-31,"12:30",2,"Rampart",216,"624","BATTERY - SIMPLE ASSAULT","0416 2004 1218",41,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"ALVARADO                     ST","TEMPLE                       ST",34.0703,-118.268,12H 30M 0S,"Mon",12
"2434",172014799,2017-07-31,2017-07-31,"23:40",20,"Olympic",2031,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0411 0432 1402 0429 1218 2004",51,"M","H",101,"STREET",204,"FOLDING KNIFE","AA","Adult Arrest",230,998,NA,NA,"WILSHIRE                     AV","WESTERN                      AV",34.0617,-118.3091,23H 40M 0S,"Mon",23
"2435",170616687,2017-07-31,2017-07-31,"11:15",6,"Hollywood",646,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 2004 1218",47,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"6600    SELMA                        AV","",34.0998,-118.3334,11H 15M 0S,"Mon",11
"2436",170616692,2017-07-31,2017-07-31,"06:15",6,"Hollywood",639,"624","BATTERY - SIMPLE ASSAULT","0416 1218",25,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1700 N  NORMANDIE                    AV","",34.1036,-118.3049,6H 15M 0S,"Mon",6
"2437",170813578,2017-07-31,2017-07-31,"18:30",8,"West LA",881,"624","BATTERY - SIMPLE ASSAULT","1218 0444 0319",47,"F","H",104,"DRIVEWAY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"EXPOSITION","SAWTELLE",34.0341,-118.4525,18H 30M 0S,"Mon",18
"2438",171417703,2017-07-31,2017-07-31,"21:17",14,"Pacific",1431,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0400 0416 1601 1020",39,"M","B",117,"BEACH",212,"BOTTLE","IC","Invest Cont",230,NA,NA,NA,"WINDWARD","OCEAN FRONT",33.9871,-118.4733,21H 17M 0S,"Mon",21
"2439",170121156,2017-08-01,2017-08-01,"17:30",1,"Central",147,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0411 1218",27,"M","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"5TH                          ST","SAN PEDRO",34.0442,-118.2439,17H 30M 0S,"Tues",17
